date,20_day_sma,close,ewma_12,ewma_26,high,low,obv_10,open,rsi_14,volume
2015-06-23,253.61950000000002,267.67,257.60987104478977,251.2558409823992,268.0,258.57,807630.8,260.32,48.48,3870818.0
2015-06-24,254.50650000000002,265.17,258.7729678094182,252.28661996259487,267.35,263.72,888145.4,266.98,48.48,2412293.0
2015-06-25,255.3735,268.79,260.314049687458,253.5092029668219,271.41,265.25,646535.5,266.45,48.42,2849204.0
2015-06-26,256.188,267.09,261.3565035831637,254.51527205812584,269.11,266.0,517262.1,268.89,55.2,3838434.0
2015-06-29,256.8165,262.02,261.45857995510636,255.07122087562408,265.95,260.7,627487.8,261.95,63.43,3478909.0
2015-06-30,257.812,268.26,262.5049522707607,256.0482375190657,270.92,264.0,286318.2,264.8,49.12,3086935.0
2015-07-01,258.82000000000005,269.15,263.52726730690074,257.01880286871574,272.62,267.8503,724440.9,271.11,49.25,2101224.0
2015-07-02,260.525,280.02,266.0646107999791,258.7226999737638,282.45,273.31,65946.3,280.195,41.41,7163930.0
2015-07-06,262.054,279.72,268.1654399089583,260.2781440504575,281.69,276.3,-88458.4,278.88,40.6,4121933.0
2015-07-07,262.6335,267.88,268.12152607678814,260.8412741646149,275.2,260.77,-1097647.9,275.0,40.31,6105126.0
2015-07-08,262.5815,254.96,266.0966759102426,260.4056029698665,260.8,254.31,-523010.9,259.32,56.52,6221077.0
2015-07-09,262.9425,257.92,264.8387257697396,260.2214759131571,262.95,256.79,-546845.5,259.08,54.01,3334077.0
2015-07-10,263.3295,259.15,263.96353718950553,260.1421040068692,263.0,257.82,133029.8,262.22,55.07,2610858.0
2015-07-13,263.903,262.16,263.6860699295081,260.29158357370545,262.55,256.05,671684.8,262.25,52.73,2960319.0
2015-07-14,264.6665,265.65,263.98821301734387,260.6885175440297,265.9899,260.51,160829.2,262.1,46.26,1907641.0
2015-07-15,265.1675,263.14,263.8577187069585,260.870114867188,267.49,262.08,112302.9,266.74,51.98,2021621.0
2015-07-16,265.48100000000005,266.68,264.2919158290346,261.3004899613241,267.2,263.16,-103680.2,264.22,52.16,1615961.0
2015-07-17,266.1195,274.66,265.88700570170755,262.2901114708651,275.54,268.25,806358.5,272.5,35.1,5004099.0
2015-07-20,267.107,282.26,268.40592790173446,263.76940146711587,286.65,272.54,806002.5,275.0,28.35,4978454.0
2015-07-21,267.456,266.77,268.1542466860585,263.9916734501913,273.5,266.55,1738606.2,270.05,33.5,6108686.0
2015-07-22,267.466,267.87,268.11051642666126,264.27896339092166,269.44,260.86,1182474.6,261.27,31.02,3104960.0
2015-07-23,267.5675,267.2,267.97043697639594,264.4953410008685,269.9,265.27,637739.0,269.65,31.96,2227239.0
2015-07-24,267.39849999999996,265.41,267.5765235953888,264.5630948320796,271.09,263.92,-127712.1,267.38,36.21,2836498.0
2015-07-27,266.69449999999995,253.01,265.3355199652172,263.70729467649716,264.4321,250.79,71104.6,262.43,43.08,4694192.0
2015-07-28,266.83449999999993,264.82,265.2562092013343,263.7897186622204,265.4,251.8373,-5742.8,255.75,43.11,3895808.0
2015-07-29,266.6124999999999,263.82,265.0352539395827,263.7919617587788,267.89,262.0,36117.1,264.27,47.96,2790095.0
2015-07-30,266.4944999999999,266.79,265.30521487196273,264.01404182828725,266.94,262.11,-686548.0,262.69,42.65,2034560.0
2015-07-31,265.80099999999993,266.15,265.435181814741,264.1722630385122,269.3599,265.123,-1439740.8,267.6,36.82,2222552.0
2015-08-03,264.8144999999999,259.99,264.5974615355319,263.86246199379667,266.7099,257.07,-593619.2,266.29,34.81,2553474.0
2015-08-04,264.7344999999999,266.28,264.8563136069933,264.04154090769566,266.72,258.34,-424309.4,260.01,26.72,2352530.0
