date,20_day_sma,close,ewma_12,ewma_26,high,low,obv_10,open,rsi_14,volume
2015-01-30,110.6415,117.16,113.10071520503477,111.78253544124644,120.0,116.85,36869040.5,118.4,91.43,83745461.0
2015-02-02,111.10650000000001,118.63,113.97764069106155,112.41549636337606,119.17,116.08,37070624.7,118.05,92.46,62739100.0
2015-02-03,111.72650000000002,118.65,114.71515725738925,112.98140496216669,119.09,117.61,39228009.3,118.5,88.13,51915749.0
2015-02-04,112.3915,119.56,115.47685255871856,113.56874052097476,120.51,118.309,38072992.9,118.5,72.85,70149743.0
2015-02-05,113.001,119.94,116.17618072557649,114.12904537112763,120.23,119.25,29055853.4,120.02,74.42,42246245.0
2015-02-06,113.353,118.93,116.60645179053857,114.5454783043838,120.25,118.45,27383335.2,120.02,71.28,43706567.0
2015-02-09,113.73849999999997,119.72,117.09176448635708,114.98870065075084,119.84,118.43,43141060.7,118.55,71.08,38889797.0
2015-02-10,114.37699999999998,122.02,117.85838230082076,115.58407003904188,122.15,120.16,35849534.1,120.17,68.17,62008506.0
2015-02-11,115.10999999999999,124.88,118.94877411872378,116.36293904835371,124.92,122.5,34853337.5,122.77,60.08,73561797.0
2015-02-12,115.94299999999998,126.46,120.11351502250864,117.20079442858643,127.48,125.57,48655105.5,126.06,49.87,74474466.0
2015-02-13,116.95599999999997,127.08,121.1924678632877,118.01333560896968,127.28,125.65,48696436.0,127.28,48.69,54272219.0
2015-02-17,118.04799999999997,127.83,122.21941396652981,118.81418712642893,128.88,126.92,47994034.8,127.49,48.09,63152405.0
2015-02-18,119.04775,128.715,123.223522953891,119.61588540179987,128.78,127.45,37242822.4,127.625,39.39,44891737.0
2015-02-19,119.99274999999997,128.45,124.03085380892674,120.32630880335066,129.03,128.33,37913039.8,128.48,35.77,37362381.0
2015-02-20,120.84749999999997,129.495,124.87437154553845,121.05899003938467,129.5,128.05,49381107.5,128.62,39.03,48948419.0
2015-02-23,121.84849999999997,133.0,126.12809004936342,122.00767303639614,133.0,129.66,38569314.8,130.02,26.87,70974110.0
2015-02-24,122.80199999999998,132.17,127.05989237420144,122.81072903877705,133.6,131.17,24897289.6,132.94,32.7,69228130.0
2015-02-25,123.78449999999998,128.79,127.32661445441717,123.28090127400445,131.6,128.15,26669862.8,131.56,45.53,74711746.0
2015-02-26,124.53974999999998,130.415,127.8025837085925,123.83933564103589,130.87,126.61,13020931.5,128.785,44.98,91287529.0
2015-02-27,125.01774999999998,128.46,127.90387467769239,124.19951270431964,130.57,128.24,12403375.9,130.0,47.38,62014847.0
2015-03-02,125.61425,129.09,128.08658444357116,124.57925071768288,130.28,128.3,9869763.7,129.25,41.77,48096663.0
2015-03-03,126.15074999999999,129.36,128.28270247019157,124.94914567383097,129.52,128.09,2213956.0,128.96,44.73,37816283.0
2015-03-04,126.64524999999999,128.54,128.3223222509993,125.22606318521399,129.56,128.32,298479.5,129.1,45.4,31666340.0
2015-03-05,126.98774999999998,126.41,128.0278953167955,125.31708834420549,128.75,125.76,2687843.6,128.58,42.88,56517146.0
2015-03-06,127.32074999999998,126.6,127.80807791485556,125.41544670483275,129.37,126.26,4443281.3,128.4,44.63,72842060.0
2015-03-09,127.73124999999997,127.14,127.70524080258564,125.54732279154996,129.57,125.06,4480436.1,127.96,41.32,88528487.0
2015-03-10,127.97075,124.51,127.21343911182439,125.46818859724712,127.22,123.8,5057713.3,126.41,54.06,68856582.0
2015-03-11,127.98174999999999,122.24,126.44799676008726,125.22246368706237,124.77,122.11,765232.3,124.75,54.85,68938974.0
2015-03-12,127.96024999999997,124.45,126.14051139375765,125.16378486634271,124.9,121.63,1783988.7,122.31,49.51,48362719.0
2015-03-13,127.81674999999998,123.59,125.74801566706336,125.04446053697403,125.3951,122.58,561752.4,124.4,54.17,51827283.0
2015-03-16,127.71024999999997,124.95,125.62521507474105,125.03731102375576,124.95,122.87,1882434.5,123.88,55.6,35874300.0
2015-03-17,127.67074999999997,127.04,125.84291772299746,125.18864599185083,127.32,125.65,11576163.0,125.9,47.51,51023104.0
2015-03-18,127.65849999999996,128.47,126.2471524608546,125.43623506028352,129.16,126.37,12646928.6,127.0,42.7,65270945.0
2015-03-19,127.61074999999997,127.495,126.43915642896248,125.5913617605824,129.2451,127.4,-1506791.0,128.75,47.62,45809490.0
2015-03-20,127.43099999999997,125.9,126.35619926027154,125.61458784554392,128.4,125.16,-6588672.3,128.25,53.23,68695136.0
2015-03-23,127.14149999999998,127.21,126.48756665409202,125.73450664981854,127.85,126.52,-2987244.5,127.12,48.97,37709674.0
2015-03-24,126.86749999999998,126.69,126.51871294083315,125.80624784909945,128.04,126.56,-1258864.8,127.23,48.89,32842304.0
2015-03-25,126.59699999999998,123.38,126.03579866932115,125.62426174585093,126.82,123.38,-1337849.8,126.54,61.55,51655177.0
2015-03-26,126.28824999999998,124.24,125.7595048337729,125.52052891995963,124.88,122.6,-109736.6,122.76,56.67,47572869.0
2015-03-27,126.02774999999997,123.25,125.37340692715154,125.35052837995997,124.7,122.91,1012800.4,124.57,55.03,39546151.0
2015-03-30,125.89174999999996,126.37,125.52673573953075,125.42679802414698,126.4,124.0,-8298565.3,124.05,54.2,47099670.0
